state_abbr,year,total_export_value_usd,vessel_export_value_usd,container_export_value_usd,china_export_value_usd,canada_export_value_usd,mexico_export_value_usd,total_import_value_usd,vessel_import_value_usd,container_import_value_usd,china_import_value_usd,canada_import_value_usd,mexico_import_value_usd,china_trade_value_usd,canada_trade_value_usd,mexico_trade_value_usd,total_trade_value_usd,total_vessel_trade_value_usd,total_container_trade_value_usd,import_intensity,export_intensity,maritime_share,container_share,china_trade_share,canada_trade_share,mexico_trade_share,trade_war_partner_exposure,state_fips
MA,2025,38802820168,3416439127,2952007138,2857536790,3093492395,2989875623,42962819286,14950573060,9705830233,2670289739,9984759333,4221236443,5527826529,13078251728,7211112066,81765639454,18367012187,12657837371,0.525438553075466,0.47456144692453395,0.2246299583742995,0.15480631540980108,0.0676057395981091,0.15994801502601358,0.08819244996006975,0.21649001858975908,25
MD,2018,12104568521,5198455379,2691324241,591939930,1652861835,422271464,35116186633,28308795201,13092847916,3681480303,2104581312,1994388819,4273420233,3757443147,2416660283,47220755154,33507250580,15784172157,0.7436599969330512,0.2563400030669488,0.7095873513823222,0.3342634421140329,0.09049876943016243,0.07957185637429842,0.051177925366051424,0.16894863847437233,24
MD,2019,13050994031,5526976538,3038905042,529392991,1652764667,408208701,35463385346,28354962743,12532738807,2708366397,2402059857,2928139385,3237759388,4054824524,3336348086,48514379377,33881939281,15571643849,0.7309870970505026,0.2690129029494974,0.6983896262530148,0.32096965990215887,0.06673813886888508,0.0835798494399031,0.06877029303154843,0.158148224351756,24
MD,2020,12674489040,5373533399,3017365690,634023635,1601736500,293111053,30469197877,23323782320,11065414419,2417367717,2355904976,3230019748,3051391352,3957641476,3523130801,43143686917,28697315719,14082780109,0.7062261029201506,0.29377389707984936,0.6651567765686788,0.3264157774946891,0.07072625382875318,0.0917316474044911,0.08166040161977378,0.1747614832433121,24
MD,2021,16391266790,7800661520,3963516142,1270825846,1963402105,365250905,38486811201,29909169461,13735004734,2720156742,2753356613,4147875692,3990982588,4716758718,4513126597,54878077991,37709830981,17698520876,0.7013148530331517,0.29868514696684834,0.6871565543382261,0.322506208743363,0.07272453289370887,0.08594977977861303,0.08223915199326318,0.1736378919568346,24
MD,2022,17800163145,8882362283,3682290475,1125333755,2290567004,451315510,47539094761,38250753285,16947248842,3310376690,3478604744,4599852261,4435710445,5769171748,5051167771,65339257906,47133115568,20629539317,0.7275732275593317,0.2724267724406683,0.721359823764877,0.315729623784197,0.06788737104087428,0.08829564235791888,0.07730678206151098,0.1672488256925322,24
MD,2023,18424622710,8630391664,3545709312,1019185761,2382559501,524465484,46189119127,37467255280,16409947576,2684029277,2956172564,4941113722,3703215038,5338732065,5465579206,64613741837,46097646944,19955656888,0.7148497798428161,0.285150220157184,0.7134341029233342,0.3088453991465438,0.05731311842830645,0.0826253350017699,0.08458849542854095,0.15764141668649295,24
MD,2024,17948351628,8104850018,3856721547,1169346897,2284937360,554390419,42670580780,34343402237,15029972218,2629249942,2863263515,4795617655,3798596839,5148200875,5350008074,60618932408,42448252255,18886693765,0.7039150820539473,0.2960849179460528,0.7002474403425492,0.31156427562732014,0.0626635390645496,0.08492727718049653,0.08825638891149375,0.16657373871974376,24
MD,2025,16507156542,7463281645,3934905622,658178725,2152426533,507384850,41434374449,33465120737,16917432652,2024826301,2814120354,3656361954,2683005026,4966546887,4163746804,57941530991,40928402382,20852338274,0.7151066556290333,0.28489334437096664,0.7063741962282178,0.3598858697268281,0.046305387174128146,0.08571652840466795,0.07186118027579821,0.14085201238240785,24
ME,2018,2836344835,513172577,280229389,204526289,1426981327,50191317,3843078287,1302341600,908446422,349924894,1902640987,64874184,554451183,3329622314,115065501,6679423122,1815514177,1188675811,0.5753608083820985,0.42463919161790153,0.27180703240976684,0.17796084920640245,0.08300884266094859,0.498489503237672,0.017226862095471845,0.3924386618608349,23
ME,2019,2724056658,469872208,288404845,134717204,1411147838,50621535,4630673318,2069828071,876279893,293187154,2873787498,89632518,427904358,4284935336,140254053,7354729976,2539700279,1164684738,0.629618399738786,0.370381600261214,0.34531523078176435,0.15835859940481925,0.05818083864347707,0.5826094703656868,0.019069911942066926,0.41918846802812926,23
ME,2020,2355551133,328232833,208312127,111999556,1243873788,46579738,4746036354,2336428020,825460825,204768110,3159426395,87816928,316767666,4403300183,134396666,7101587487,2664660853,1033772952,0.6683063980677536,0.3316936019322464,0.37522045005822513,0.14556927643184014,0.04460519096326948,0.6200444887936083,0.01892487647952284,0.4279868101271481,23
ME,2021,3113133827,511838791,379375977,103124040,1590815713,55889598,6389217937,3374226223,1025039150,224124748,4221522375,106260696,327248788,5812338088,162150294,9502351764,3886065014,1404415127,0.67238280540253,0.32761719459746996,0.4089582358677245,0.14779658361214085,0.03443871539672881,0.611673639574179,0.017064227680384576,0.411681435749467,23
ME,2022,3462236500,460488969,331309597,139597396,1880917943,77991612,8196550165,4723469923,1196690139,258180594,5788777977,125552799,397777990,7669695920,203544411,11658786665,5183958892,1527999736,0.7030362936141777,0.29696370638582226,0.44463965599116656,0.13105992758123772,0.0341183007657341,0.6578468360712559,0.017458455742315446,0.4393014758538769,23
ME,2023,2968665815,440861689,338463862,123095672,1446060499,99591877,7261076774,4064071287,1127931373,167002024,5036888817,111361852,290097696,6482949316,210953729,10229742589,4504932976,1466395235,0.7098005361159142,0.2901994638840858,0.4403759856913835,0.14334624964823736,0.028358259601951357,0.6337353320083624,0.020621606767196436,0.42097242286728664,23
ME,2024,3112067869,547662432,404758010,139484778,1338742634,82012635,6752137043,3878140324,1123534577,177611308,4748346307,83048544,317096086,6087088941,165061179,9864204912,4425802756,1528292587,0.6845090002931602,0.3154909997068398,0.44867303502747835,0.15493317511488452,0.03214613735509959,0.6170886549198644,0.016733348553941717,0.41243933943938327,23
ME,2025,3185469626,458260483,346352147,104401227,1309133574,75335315,6008509160,3172122996,1021002868,142533666,4131966832,88111510,246934893,5441100406,163446825,9193978786,3630383479,1367355015,0.6535265416480373,0.34647345835196275,0.394865331267472,0.14872288122767047,0.026858327471455185,0.5918112856955204,0.017777594315193147,0.3926116554778833,23
MI,2018,58006639920,12627703703,8583691322,3554073992,23894355464,12284467808,146243898279,30018704495,15734427776,10345469147,47256649445,56090366929,13899543139,71151004909,68374834737,204250538199,42646408198,24318119098,0.7160025112713069,0.28399748872869307,0.20879459400224384,0.11906024489544802,0.06805143947996731,0.34835161530726555,0.33475963069621306,0.47791818708205447,26
MI,2019,55988165571,12108582897,7924043015,3239456107,23257224555,11209289261,141603893424,27163724644,14080277498,8158148475,45056413974,58095268933,11397604582,68313638529,69304558194,197592058995,39272307541,22004320513,0.7166476939621508,0.2833523060378492,0.1987544830533588,0.11136237268298728,0.05768250323404147,0.34573068814839697,0.350745665319241,0.47556831531462423,26
MI,2020,44873667288,9719158809,7046204782,2456103202,18164403565,8904133882,115152410055,24505549623,13261134825,6882811148,33252290351,47360788898,9338914350,51416693916,56264922780,160026077343,34224708432,20307339607,0.7195852823923331,0.28041471760766684,0.21386957051157818,0.1269001899201293,0.05835870318799957,0.32130197008949624,0.3515984626643177,0.4620989628402879,26
MI,2021,56795062679,11269697034,8430082446,2746892627,22944981681,10691075617,131520768810,28672516555,19418783497,7952222635,37792602570,51848973243,10699115262,60737584251,62540048860,188315831489,39942213589,27848865943,0.6984052682670095,0.3015947317329905,0.212102260724336,0.1478838275189132,0.056814741370403384,0.32253042014976757,0.3321019181738479,0.4495941443645727,26
MI,2022,62740065843,12530570073,8843950939,2603097940,28027459896,11728042993,152449306315,32734004435,19714949815,9235245210,45806013315,59063005035,11838343150,73833473211,70791048028,215189372158,45264574508,28558900754,0.7084425442863697,0.29155745571363034,0.2103476303409867,0.1327152008837639,0.0550136051389557,0.34310929239009413,0.3289709306648406,0.4582617389719166,26
MI,2023,65109862094,12220419531,8723761076,2446365851,27949493756,14853856482,170793795667,39046222187,21458408376,8318714864,50651892489,68850700279,10765080715,78601386245,83704556761,235903657761,51266641718,30182169452,0.7239980816237939,0.2760019183762062,0.21732024931101127,0.1279427785836976,0.045633377698222795,0.3331927405917252,0.3548251754782167,0.4584441273401879,26
MI,2024,62639471186,11739323756,8577662244,2062560489,24464178071,17089604238,172997322579,43027438832,24357999435,8945837953,44780129480,75179695750,11008398442,69244307551,92269299988,235636793765,54766762588,32935661679,0.7341693961068313,0.2658306038931687,0.23242025030530147,0.13977300044171648,0.04671765502368297,0.29386033668433453,0.39157424659249074,0.45797840498977815,26
MI,2025,58278380476,10879258516,8148879036,1548517806,21166959580,16646864240,167236323546,36500273964,21172967511,7559547656,43509604874,78892111738,9108065462,64676564454,95538975978,225514704022,47379532480,29321846547,0.7415761392201075,0.25842386077989254,0.2100950919607349,0.13002188338078177,0.04038790065374835,0.286795332191246,0.4236485438602697,0.46665422628465775,26
MN,2018,22680974377,5132686083,3954493735,2260269737,4830757462,2343352079,32868331399,13403749510,13106316689,12398780282,9704075423,2267299976,14659050019,14534832885,4610652055,55549305776,18536435593,17060810424,0.5916965286936262,0.4083034713063738,0.33369337985513836,0.30712913844138623,0.26389258721093545,0.26165642723981175,0.08300107428150841,0.47068708812372756,27
MN,2019,22187924026,4815722356,3689813714,2124635630,4748822197,2426497459,29833170620,10840122084,10306645124,8900441648,9266088276,2344441436,11025077278,14014910473,4770938895,52021094646,15655844440,13996458838,0.5734821772400733,0.4265178227599267,0.30095184552606885,0.269053524022225,0.21193474210846386,0.26940821926894293,0.09171162059287513,0.42860664602555465,27
MN,2020,20196705978,4455831246,3476768664,2136543480,4955898055,1936051593,28042155720,11151044137,10720569622,7544171932,7465987932,2532452189,9680715412,12421885987,4468503782,48238861698,15606875383,14197338286,0.5813187694095742,0.41868123059042583,0.32353324339838363,0.2943132940176453,0.20068291562529483,0.2575078588041188,0.09263286123903844,0.41076734765118916,27
MN,2021,23454116829,4053069361,3003882475,2403567941,6606424939,2449208094,32359271165,9380749099,8689504253,4789454036,12106763917,2935922530,7193021977,18713188856,5385130624,55813387994,13433818460,11693386728,0.5797761492005943,0.4202238507994058,0.2406916860421401,0.20950863490417482,0.12887628283330976,0.33528136399839564,0.09648456790651927,0.3879358419762587,27
MN,2022,27130571707,4989780525,2877335625,2444325386,8995328117,2797459681,42432868673,11240820552,10184743697,4862958327,17078926177,3295507290,7307283713,26074254294,6092966971,69563440380,16230601077,13062079322,0.609988069037479,0.3900119309625209,0.23332085055509152,0.18777218680741736,0.10504488669742243,0.37482698025810324,0.08758863761936324,0.3824942574239023,27
MN,2023,24845322862,4403800589,2704658867,2165713502,7046255511,3337259841,37168988031,9606708906,8660938992,3644477502,14163635948,3252279184,5810191004,21209891459,6589539025,62014310893,14010509495,11365597859,0.5993614618266367,0.4006385381733633,0.22592381166943623,0.1832737910868718,0.09369113226179278,0.3420160790885143,0.10625836085431385,0.36265579622748967,27
MN,2024,26886935135,4564883179,2859257336,2006222073,7893846625,4204359042,40590819606,13012693741,12310523349,6713874613,14694470225,3067824877,8720096686,22588316850,7272183919,67477754741,17577576920,15169780685,0.6015437200274346,0.39845627997256544,0.2604943953376642,0.22481158039751323,0.12922920626909365,0.33475205179396944,0.10777157519411898,0.39474338246194673,27
MN,2025,23505897862,3894194723,2780304620,1541785332,5570097977,3596537839,37434350158,13067429657,12309612740,5899254137,12657391681,2629613569,7441039469,18227489658,6226151408,60940248020,16961624380,15089917360,0.614279583268424,0.38572041673157603,0.27833205362789726,0.24761824656584325,0.12210385928455564,0.29910429068188094,0.1021681337095418,0.36286731391940924,27
MO,2018,14512404250,4254338567,3602797357,780225350,5589130164,2608594028,20530137732,10443941992,10105352727,4871003867,4227421645,3521779813,5651229217,9816551809,6130373841,35042541982,14698280559,13708150084,0.5858632556549561,0.41413674434504383,0.4194410487272852,0.3911859502384658,0.16126767344397613,0.28013241202771144,0.17494090023917033,0.4343116608041052,29
MO,2019,13489897327,3855858810,3070500658,598025664,4991954471,2335919928,20456525070,8882562757,8573908736,4047594160,5866361975,3395810573,4645619824,10858316446,5731730501,33946422397,12738421567,11644409394,0.6026121053571712,0.3973878946428288,0.3752507824838046,0.34302316921117054,0.13685152943865314,0.3198662975147448,0.16884637897826132,0.43007913533445685,29
MO,2020,12870165614,3926185328,3201312022,679077454,4533167200,2195672692,18665353169,8551421439,8193807457,3710127902,4493793141,3332458094,4389205356,9026960341,5528130786,31535518783,12477606767,11395119479,0.5918834980150071,0.4081165019849929,0.39566835265530376,0.36134238213778236,0.13918291264534735,0.2862474025912079,0.1752985522147197,0.41611048552890395,29
MO,2021,15681975771,4199720234,3506253754,700292556,5428998910,3305710169,24483793086,10240983817,9647617232,4420498969,6131958626,3901742358,5120791525,11560957536,7207452527,40165768857,14440704051,13153870986,0.6095686397332095,0.3904313602667905,0.35952763913003766,0.32748958529415956,0.12749143538696533,0.2878311025779152,0.1794426630462447,0.4078556947614613,29
MO,2022,16638954867,4212221670,3417272866,649158396,6279449850,3372548357,27848363511,11805391485,11241500154,5329397019,7498222314,4654312155,5978555415,13777672164,8026860512,44487318378,16017613155,14658773020,0.6259843147743348,0.37401568522566525,0.3600489698862379,0.32950453195329255,0.13438785777558876,0.309698868494024,0.18043030698765306,0.42846536306459493,29
MO,2023,17794362101,4886736967,3685635791,557579467,6545221226,3871298390,26822466481,11348521646,10880297688,4192989538,4313045818,4848474913,4750569005,10858267044,8719773303,44616828582,16235258613,14565933479,0.6011737573795446,0.39882624262045535,0.36388195057749745,0.326467253319668,0.10647482476861986,0.24336707446706796,0.1954368694532866,0.3697571911208326,29
MO,2024,19344487676,5107887954,3505855217,671427698,6495552682,4257711005,24265925811,10802142397,10381382383,4233649863,4025458872,5020612138,4905077561,10521011554,9278323143,43610413487,15910030351,13887237600,0.5564250340858045,0.4435749659141956,0.3648218184343215,0.31843856752561406,0.11247491525073877,0.24124998395477837,0.2127547620195303,0.38487776283532393,29
MO,2025,18675779301,5186202023,3537844036,408952295,5761855055,4283691879,21874251663,9551421165,8963809296,3587613760,3589094247,5091712754,3996566055,9350949302,9375404633,40550030964,14737623188,12501653332,0.5394385933371985,0.4605614066628016,0.36344295769056123,0.3083019429282032,0.09855889033840985,0.2306027660077917,0.23120585632409038,0.3756440637375391,29
MS,2018,11585844221,6796514233,3615739105,625956299,2229994198,1170256583,16523677928,9774168912,6067016137,4129974171,932547863,1502024245,4755930470,3162542061,2672280828,28109522149,16570683145,9682755242,0.5878320463938528,0.4121679536061472,0.5895042632586874,0.3444653093238181,0.16919286086722726,0.1125078556738293,0.09506674691355672,0.29373762241965884,28
MS,2019,11833018907,6222610000,3259988718,454873973,2729369628,1428989899,16900535936,9980040778,6612950407,4366435207,903936482,1588385501,4821309180,3633306110,3017375400,28733554843,16202650778,9872939125,0.5881811710505171,0.4118188289494828,0.5638930117255314,0.3436031211225235,0.16779368951539791,0.12644819375299599,0.1050122554096395,0.3066699590129792,28
MS,2020,10288956294,5634467806,3418496374,760941480,2090354562,1216482368,15712013600,8469325510,6191856907,3923205469,853469005,1841975672,4684146949,2943823567,3058458040,26000969894,14103793316,9610353281,0.6042856733442745,0.3957143266557255,0.5424333543517006,0.369615184363476,0.18015277768853216,0.11321975983977885,0.11762861356590285,0.31866180173194114,28
MS,2021,12807786664,7280444556,3947468959,705706029,2268648831,1669647807,18407119630,10751793556,7441959016,3820152288,1224828038,2573318544,4525858317,3493476869,4242966351,31214906294,18032238112,11389427975,0.5896900492550298,0.4103099507449702,0.5776803538079524,0.3648714453193546,0.1449902900355636,0.11191694237670999,0.13592756970138864,0.29369699728242277,28
MS,2022,15903717987,9144251621,2793338703,623069582,2590320836,2176837948,21661011537,12269560394,7975488042,3444696866,1972855065,3277457002,4067766448,4563175901,5454294950,37564729524,21413812015,10768826745,0.5766316385470269,0.423368361452973,0.5700510102520178,0.2866738794996468,0.10828685576988158,0.1214750101710329,0.14519723738501208,0.2682902043035086,28
MS,2023,14184435783,7906036560,2625435966,767473368,2210671786,1958647491,19859800238,10884353192,7503552554,2825335180,1913857607,2818823560,3592808548,4124529393,4777471051,34044236021,18790389752,10128988520,0.5833527950443532,0.4166472049556468,0.5519404148299657,0.29752433022001107,0.10553353424596738,0.12115206199533474,0.14033127511080123,0.26242353650964895,28
MS,2024,13856719413,7962431990,3006385499,591465915,2123919435,1643332775,21379326251,12831667939,8821851857,2946665587,1629070223,2763269999,3538131502,3752989658,4406602774,35236045664,20794099929,11828237356,0.6067459003449656,0.39325409965503444,0.590137160318331,0.3356857199241482,0.10041227485452041,0.10650995556616498,0.12505951479402647,0.23935395707063528,28
MS,2025,14221844293,7705848273,2930744326,564106821,1791888985,1921454291,23052490235,10897418111,7661950849,2285880812,1393200156,3073009167,2849987633,3185089141,4994463458,37274334528,18603266384,10592695175,0.6184547766421763,0.3815452233578237,0.49909050341396344,0.28418200644314395,0.07645978577723839,0.08544992637245884,0.1339920221579871,0.20812495489550595,28
MT,2018,1665601127,383118247,350792973,114529463,692719351,39202051,4689728017,352152804,338611653,155391489,3987279175,107043004,269920952,4679998526,146245055,6355329144,735271051,689404626,0.7379205562354741,0.2620794437645258,0.11569362252373061,0.10847662023152015,0.042471592876480606,0.7363896377292021,0.02301140533973263,0.4981122187178414,30
MT,2019,1697228261,361973711,344847052,96349269,753097915,53872956,4647584493,319432738,310338739,68904819,4063166569,110795032,165254088,4816264484,164667988,6344812754,681406449,655185791,0.7325014422324747,0.26749855776752524,0.10739583269347337,0.10326321932620425,0.0260455421471371,0.7590869377451135,0.02595316747467249,0.4970696052790087,30
MT,2020,1467550328,346032725,311936343,93446902,580053617,60241039,3944504775,287187283,269625297,57889261,3431823908,70145169,151336163,4011877525,130386208,5412055103,633220008,581561640,0.7288367727101466,0.2711632272898534,0.11700176660230135,0.10745671079321234,0.027962790496370155,0.741285417211688,0.024091810877484333,0.48718912734987346,30
MT,2021,1975295811,353345287,333204415,109013671,911713655,87704273,6510789399,208021384,186091095,98084567,5974980976,95431874,207098238,6886694631,183136147,8486085210,561366671,519295510,0.7672312070738682,0.23276879292613184,0.06615142991240362,0.061193765693993075,0.024404449504696876,0.8115278671589017,0.021580757495127723,0.5242696242971144,30
MT,2022,1965774398,350049738,335553088,155028402,837555104,119237754,8433221170,260840840,232388101,115665550,7731918303,99234025,270693952,8569473407,218471779,10398995568,610890578,567941189,0.8109649739587234,0.18903502604127662,0.05874515226065149,0.05461500442866618,0.02603077866798837,0.8240674160271938,0.02100893086946645,0.5330765868059846,30
MT,2023,2236833884,365976326,351004337,111968281,1020695602,61344333,7429380841,252787740,228640764,85126496,6809990357,110547035,197094777,7830685959,171891368,9666214725,618764066,579645101,0.7685925724146377,0.23140742758536229,0.06401306856961012,0.05996608988013144,0.020390068150487935,0.8101088359590523,0.01778269704224887,0.5171249879512685,30
MT,2024,2420310498,385365628,359259366,95720628,921038164,73643007,7372221975,225619984,200538063,92511813,6767117092,114699777,188232441,7688155256,188342784,9792532473,610985612,559797429,0.7528412078618797,0.24715879213812028,0.062393013623861994,0.057165746505663896,0.01922203898930078,0.785103881676962,0.019233307065286667,0.5018243522346499,30
MT,2025,2119901203,369215470,335658309,58459358,958418598,74328679,6318346593,205225275,195571989,61171964,5774549444,73632269,119631322,6732968042,147960948,8438247796,574440745,531230298,0.7487747155274462,0.25122528447255377,0.06807583267136376,0.06295504835160448,0.01417727055333799,0.7979106806026297,0.01753455830843676,0.5034444138999778,30
NC,2018,32764978139,13215496254,12036937660,2317543836,6681884487,3775006101,53221018606,30074445813,28145495852,11035794367,3627131813,7648057711,13353338203,10309016300,11423063812,85985996745,43289942067,40182433512,0.6189498362603414,0.3810501637396586,0.5034533959684228,0.4673136909858124,0.15529666118310692,0.11989180436638316,0.13284795483474163,0.3069405167037818,37
NC,2019,34333390763,13710928901,12601312728,3250599140,6658921181,3777885002,59237953987,30987958706,29015871863,8941948869,3423451316,7736958581,12192548009,10082372497,11514843583,93571344750,44698887607,41617184591,0.6330779379656185,0.36692206203438155,0.4776984634176693,0.44476420320976523,0.13030215651571045,0.10775064229265552,0.12305950730712353,0.26878824627557785,37
NC,2020,28482468547,11185024434,10345849982,2734043776,5921180858,3469136982,60861178131,27395184429,25885465483,8818279970,3225407960,7024072904,11552323746,9146588818,10493209886,89343646678,38580208863,36231315465,0.6812032012790729,0.3187967987209272,0.4318181571661771,0.4055276095409435,0.12930212920047113,0.10237536924102582,0.11744774559984297,0.2611959981049924,37
NC,2021,33488141222,11926585338,11148438795,4087078533,6587009478,4567273916,73719812996,34099810721,31641938903,9736112796,4439400213,8176931492,13823191329,11026409691,12744205408,107207954218,46026396059,42790377698,0.6876338004370071,0.31236619956299294,0.4293188541347267,0.3991343553761758,0.12893811312630302,0.10285066785789564,0.11887369273072346,0.2619727294794745,37
NC,2022,40194354155,14095751879,11644972208,6274509421,7578639104,5232724039,71768350125,37707709357,34648422068,9301992146,4829353747,10456492811,15576501567,12407992851,15689216850,111962704280,51803461236,46293394276,0.6410022925627034,0.35899770743729664,0.46268497683343024,0.4134715624609063,0.13912223420439876,0.11082255408881234,0.14012895589556226,0.2896931401950235,37
NC,2023,42162557107,15355264720,12739894091,5744022370,7768587532,5368166234,79964010117,38278880255,31179072764,7296663156,4640268141,10268410831,13040685526,12408855673,15636577065,122126567224,53634144975,43918966855,0.6547634305509709,0.34523656944902914,0.43916852978129034,0.35961845037734885,0.10678008743241968,0.10160652145605746,0.12803583544864544,0.24456550157524143,37
NC,2024,43048456425,14975448332,12878957965,5920189113,8911447534,5025529114,87550385831,39154290965,31649803485,7066188174,4719209729,11575515784,12986377287,13630657263,16601044898,130598842256,54129739297,44528761450,0.6703764315106533,0.3296235684893467,0.41447334725138546,0.3409583169406255,0.09943715474555348,0.10437042953475169,0.12711479375489879,0.23832828871934375,37
NC,2025,43790280600,13589348511,11981304981,6673748482,8573991379,5250021864,102037154674,38039835301,31711315757,5359058537,4639483729,14260652269,12032807019,13213475108,19510674133,145827435274,51629183812,43692620738,0.6997116453586324,0.30028835464136766,0.3540430078537157,0.2996186599312022,0.0825140138849124,0.09061035108498455,0.1337928908668026,0.21715595905598473,37
ND,2018,7800176994,404714808,130595378,21509845,6849172038,227826339,3359136637,353679097,303108337,171004010,2126465944,163090428,192513855,8975637982,390916767,11159313631,758393905,433703715,0.3010164198332495,0.6989835801667504,0.0679606228552642,0.038864730335671664,0.01725140643643229,0.8043181040334003,0.03503053860893857,0.5208605920218357,38
ND,2019,6971386711,349066307,106500274,19040227,6127174274,228587492,3418056963,277290762,234396572,149812087,2101563180,161977905,168852314,8228737454,390565397,10389443674,626357069,340896846,0.32899326183882444,0.6710067381611756,0.060287835292613765,0.032811847938798495,0.016252296012977067,0.7920286891388367,0.03759252268506018,0.5140250231073152,38
ND,2020,5170768611,295580585,126343299,22009008,4372094916,252677081,2839873988,344372867,197421495,118472508,1764982669,137332390,140481516,6137077585,390009471,8010642599,639953452,323764794,0.3545126315277769,0.6454873684722231,0.07988790463325475,0.0404168317333764,0.017536859779206333,0.7661155155974773,0.04868641512588346,0.5064180182132227,38
ND,2021,5176408362,528362044,214895131,65198922,3979856417,457326427,3346011199,356792159,297060112,151856919,2258534203,207120691,217055841,6238390620,664447118,8522419561,885154203,511955243,0.39261282257352126,0.6073871774264787,0.10386184306750303,0.06007158405375766,0.025468804891193506,0.7319975947379904,0.07796461007864712,0.511446127781176,38
ND,2022,5245375144,489688483,162946553,31331768,3898993059,449788588,4614391353,563012844,526378028,175270581,2889116588,209654629,206602349,6788109647,659443217,9859766497,1052701327,689324581,0.46800209258545894,0.5319979074145411,0.10676736891490302,0.06991287077738997,0.020954081322601528,0.6884655583948561,0.06688223470613089,0.47416275718319373,38
ND,2023,8786174163,615174636,226926420,32624617,7175199960,539188775,4694171391,596467263,558203144,169919381,2983639150,205070340,202543998,10158839110,744259115,13480345554,1211641899,785129564,0.34822337247928387,0.6517766275207162,0.08988210978319258,0.05824253991523458,0.015025133976621205,0.7536037610686904,0.05521068521712763,0.500313801748112,38
ND,2024,6846334536,656023093,262273432,35602379,5173327468,693150484,4271811101,620599365,577081347,153118955,2794405416,234072644,188721334,7967732884,927223128,11118145637,1276622458,839354779,0.38421974675200055,0.6157802532479995,0.11482332573082484,0.07549413422025315,0.016974173586281834,0.7166422480997404,0.08339728208940712,0.4969978916997704,38
ND,2025,8644434294,516955680,277176276,37110775,6954255314,818060816,3927203613,498668255,449284258,115130808,2653601442,167445227,152241583,9607856756,985506043,12571637907,1015623935,726460534,0.3123859947328978,0.6876140052671023,0.08078692231777464,0.05778567115709722,0.01210992426971115,0.7642486068303208,0.07839122080117035,0.5176938208486058,38
NE,2018,7947162437,3550093461,3239736177,424063992,1716606366,1774207952,4438762175,2415317527,2006478271,947340059,939244388,335705694,1371404051,2655850754,2109913646,12385924612,5965410988,5246214448,0.3583714832802666,0.6416285167197334,0.4816282332463465,0.4235626012867258,0.11072278364033691,0.2144249086924767,0.17034768998640826,0.34158634284766787,31
NE,2019,7460411361,3269519316,2963279116,340989374,1592274754,1739130292,4264889905,2324780795,2070516400,954894161,907867349,393800173,1295883535,2500142103,2132930465,11725301266,5594300111,5033795516,0.3637339295807225,0.6362660704192775,0.47711354992829574,0.4293105483435687,0.11052027624720308,0.21322625715807345,0.18190837204199475,0.347601053767244,31
NE,2020,6992815343,3151771693,2909692518,432919107,1331304015,1640548090,3722746179,1819199629,1569844665,626481460,874466678,367638921,1059400567,2205770693,2008187011,10715561522,4970971322,4479537183,0.34741494147151053,0.6525850585284895,0.46390208406663097,0.41804035876263806,0.098865613792143,0.20584741998553754,0.18740847195707044,0.3348191489577078,31
NE,2021,7964145373,3571135017,3272825715,695592269,1611330916,1799386832,4679828421,2032924710,1767546601,729188526,1228404441,382340471,1424780795,2839735357,2181727303,12643973794,5604059727,5040372316,0.3701232300260492,0.6298767699739508,0.44321981509162245,0.3986383077123926,0.11268457355361709,0.22459199957750245,0.17255076121996588,0.3509702300320981,31
NE,2022,8900734815,3934496852,3338245899,688611501,1926187791,1958521404,5733987601,2653533361,2229175362,1000132712,1481731354,520480005,1688744213,3407919145,2479001409,14634722416,6588030213,5567421261,0.3918070625467475,0.6081929374532524,0.4501643437935912,0.3804254773505777,0.11539297876628753,0.23286530814374415,0.16939176149249896,0.35674722054803343,31
NE,2023,7978296473,3713833211,2938419831,669487151,1705918997,1457684978,5921596927,2598552526,2077279480,727302535,1466127216,730641802,1396789686,3172046213,2188326780,13899893400,6312385737,5015699311,0.4260174345653615,0.5739825654346385,0.454131953055122,0.36084444438976776,0.10048923727717221,0.22820651365570904,0.15743478867255198,0.3318740186741288,31
NE,2024,8185511860,3713988927,3152787166,652684141,1657164623,1733030969,6014208134,2516011625,2013499364,753121045,1441425948,847449500,1405805186,3098590571,2580480469,14199719994,6230000552,5166286530,0.42354413583797884,0.5764558641620212,0.4387410846574754,0.36383016934016876,0.09900231741147106,0.2182149065128953,0.18172756012726768,0.3389677973955688,31
NE,2025,7787929892,3346591549,2769594626,301375776,1528337463,1909350018,7965177678,2202487047,1801137533,693351286,1135831265,597936583,994727062,2664168728,2507286601,15753107570,5549078596,4570732159,0.5056258038362396,0.4943741961637605,0.3522529489081626,0.2901479685001605,0.0631448149249196,0.16912020159588106,0.15916139655992967,0.26011377381840606,31
NH,2018,5305758985,748808013,547007773,367626494,668517782,420075942,12484501510,6370102490,1737411301,1065344235,5646267938,390514301,1432970729,6314785720,810590243,17790260495,7118910503,2284419074,0.701760466830084,0.2982395331699161,0.4001577438959249,0.12840841058184854,0.08054804646636514,0.35495746235839476,0.04556370848126808,0.3208607489701628,33
NH,2019,5827474375,800502133,509237540,293921011,859156119,408571132,10505840205,4470837361,1955143530,938309543,3624956418,353164623,1232230554,4484112537,761735755,16333314580,5271339494,2464381070,0.643215444944917,0.356784555055083,0.322735441614203,0.15088064690908562,0.07544277360021312,0.2745378174795431,0.046636936506000974,0.2681476259915395,33
