state_abbr,year,total_export_value_usd,vessel_export_value_usd,container_export_value_usd,china_export_value_usd,canada_export_value_usd,mexico_export_value_usd,total_import_value_usd,vessel_import_value_usd,container_import_value_usd,china_import_value_usd,canada_import_value_usd,mexico_import_value_usd,china_trade_value_usd,canada_trade_value_usd,mexico_trade_value_usd,total_trade_value_usd,total_vessel_trade_value_usd,total_container_trade_value_usd,import_intensity,export_intensity,maritime_share,container_share,china_trade_share,canada_trade_share,mexico_trade_share,trade_war_partner_exposure,state_fips
FL,2023,68887672632,26015895976,19737160109,1658630511,5256403463,4253104937,112470967256,61989984078,43275483986,12521920050,6035116403,10428599851,14180550561,11291519866,14681704788,181358639888,88005880054,63012644095,0.6201577566167108,0.3798422433832892,0.4852588225647754,0.34744770987428086,0.07819065344643825,0.0622607220310717,0.08095398596431273,0.1641194782436689,12
FL,2024,72440498711,25869650346,19701653206,1695701821,5480634577,4509833496,117048884721,62356777176,44293981800,12582862091,6276239735,9913535574,14278563912,11756874312,14423369070,189489383432,88226427522,63995635006,0.6177068213586967,0.38229317864130336,0.46560090029350304,0.33772675728276574,0.07535284380258693,0.06204502911488475,0.07611702992941533,0.15825007922916698,12
FL,2025,78875554626,25677857358,19975309036,1673260039,5439891405,5442948238,115814512226,59845370488,42062109959,9376263133,6319506906,8731208079,11049523172,11759398311,14174156317,194690066852,85523227846,62037418995,0.5948660560789687,0.4051339439210313,0.4392788457513514,0.3186470681226884,0.05675442692410011,0.06040060749447115,0.07280369536148419,0.1366770086376733,12
GA,2018,40619084016,16234214022,13658777511,2979375795,6317945534,3908302028,98616361875,66945802580,50270981705,23706115155,4586353997,6854879557,26685490950,10904299531,10763181585,139235445891,83180016602,63929759216,0.7082705215179294,0.29172947848207065,0.5974054671905686,0.45914859400132346,0.1916573095251237,0.07831554286497128,0.07730202260009222,0.28502784880416177,13
GA,2019,41259768868,16338199367,14087622883,2367749219,5990909654,3513599644,101854437522,70718497675,53986588338,19671792588,5208052346,7711918950,22039541807,11198962000,11225518594,143114206390,87056697042,68074211221,0.7117003971250544,0.2882996028749456,0.6083022729746488,0.47566354828179125,0.153999678738672,0.07825192398776785,0.07843748623675682,0.24801332487338681,13
GA,2020,38617574007,16331344445,12502690516,3420134337,5252521862,3108007446,98729991400,67407999341,54581005057,20080873210,4334511931,9075747937,23501007547,9587033793,12183755383,137347565407,83739343786,67083695573,0.7188332105300511,0.2811667894699489,0.6096893202136962,0.4884228954056221,0.17110610936102008,0.0698012648756524,0.08870747251249819,0.2662113517939104,13
GA,2021,42426377818,18397290395,14614843270,4188855206,6308446300,3708494281,123418915727,84740438627,67687494520,23561353850,4973804004,11719738289,27750209056,11282250304,15428232570,165845293545,103137729022,82302337790,0.7441809959684618,0.25581900403153823,0.6218912024417196,0.4962597130781303,0.16732587619961814,0.06802876381257515,0.09302785891728514,0.2639598498375343,13
GA,2022,47330168621,20247341587,16032608077,4120334785,7185191813,4637766800,148437904512,102626122050,79961783040,24797243463,6276644207,13497809589,28917578248,13461836020,18135576389,195768073133,122873463637,95994391117,0.7582334654290384,0.24176653457096167,0.6276481229578369,0.49034753001723513,0.14771345391111915,0.06876420554466182,0.09263806962373858,0.2445548190121594,13
GA,2023,49890441555,19508606617,15065671102,3924237706,7834274626,4875109265,136889160397,90964367981,71254132180,17585801352,6533513925,13669608377,21510039058,14367788551,18544717642,186779601952,110472974598,86319803282,0.732891380891682,0.2671086191083179,0.5914616662819003,0.46214791326187266,0.11516267747228527,0.07692375613206597,0.09928663220283422,0.22088891047322537,13
GA,2024,53442647110,17802310473,14323856149,3054943242,7774908499,6366387122,145613705179,97288109154,74551252934,17330729860,6515875308,18627261110,20385673102,14290783807,24993648232,199056352289,115090419627,88875109083,0.7315200118185162,0.26847998818148383,0.5781800897260789,0.446482154731574,0.10241156771728167,0.07179265390260905,0.12556066633690227,0.22082355986098845,13
GA,2025,60277239997,19316878081,14705612768,2994703998,6805147761,6317448877,150502222725,89770451242,72014956419,12828251812,6563925071,23485728413,15822955810,13369072832,29803177290,210779462722,109087329323,86720569187,0.7140269776828282,0.28597302231717187,0.5175424963810483,0.411427982912059,0.07506877380586703,0.06342682849340335,0.14139507191603307,0.19796191405152885,13
HI,2018,659145935,465681777,115552925,35103721,17970762,1126851,4521496986,3630408197,628082891,385900687,123913438,34445920,421004408,141884200,35572771,5180642921,4096089974,743635816,0.8727675415867558,0.1272324584132441,0.7906528275470002,0.14354122207219386,0.08126489596367223,0.027387372988951848,0.006866478068929237,0.10181720659840088,15
HI,2019,460047597,284403853,108155295,21135582,15984536,917181,3780570510,3242441984,534067468,196367227,101736301,14370006,217502809,117720837,15287187,4240618107,3526845837,642222763,0.8915140233352778,0.1084859766647221,0.831682020877623,0.1514455550571463,0.05129035520575822,0.027760301453620143,0.0036049431036398677,0.07010950194011423,15
HI,2020,329132693,132144692,86371273,8193445,16341455,1912601,1911632208,1665646630,453606794,142930464,123079804,8296758,151123909,139421259,10209359,2240764901,1797791322,539978067,0.8531159190983776,0.14688408090162244,0.8023114433815384,0.24097934895312786,0.06744300079520034,0.0622203868588711,0.004556193733418355,0.10750894915057402,15
HI,2021,320638709,174838455,123576192,10964116,20380157,1535094,2550490171,2301159987,627079822,199338710,102235669,17043493,210302826,122615826,18578587,2871128880,2475998442,750656014,0.8883231222277977,0.11167687777220227,0.8623780211496462,0.2614497799903709,0.07324743499497662,0.0427064862375666,0.0064708300381137885,0.10275382476038485,15
HI,2022,432494882,227771146,129419822,25343400,18215843,2226102,2517298905,2158875118,962085299,284718249,112441272,29278764,310061649,130657115,31504866,2949793787,2386646264,1091505121,0.8533813163801338,0.1466186836198662,0.8090891893928855,0.3700276018650384,0.10511299141196544,0.04429364370344035,0.01068036217950038,0.13809739494172987,15
HI,2023,571214857,253301606,113999439,15503623,16009400,2678352,2676195167,2235535178,920340126,237000695,89200611,15057465,252504318,105210011,17735817,3247410024,2488836784,1034339565,0.8241014061118141,0.17589859388818588,0.7664066950604449,0.3185121550268393,0.07775560096626714,0.032398129654846446,0.005461526837979607,0.10047139486196278,15
HI,2024,462205624,258114463,121665886,20076528,17884512,2371716,2325680015,1869790428,711948954,244762135,117589909,13038545,264838663,135474421,15410261,2787885639,2127904891,833614840,0.8342092596862076,0.16579074031379235,0.7632683569342064,0.2990132838802575,0.09499624349548148,0.04859396637539048,0.005527580035717527,0.1274691713421463,15
HI,2025,395401827,175172366,113492910,13243961,16272417,1843991,2849140860,2490176799,704352250,175636275,180988793,21442294,188880236,197261210,23286285,3244542687,2665349165,817845160,0.878133264023843,0.121866735976157,0.8214868541194816,0.2520679303363408,0.0582147483393551,0.06079784704031542,0.007177062300120695,0.09899969394361678,15
IA,2018,14370379303,6129461821,3293454034,626869587,4281699475,2336081494,10702282974,3835549278,3498358261,2087368308,2777632791,1689899815,2714237895,7059332266,4025981309,25072662277,9965011099,6791812295,0.4268506812624189,0.5731493187375811,0.3974452728197612,0.2708851664799218,0.1082548739744268,0.28155495367860334,0.1605725496766719,0.37353137598759195,19
IA,2019,13225411168,5573790056,3368699419,759469655,3849687034,2092620648,10019091786,3469565137,3170629728,1632459532,2405196838,1951683893,2391929187,6254883872,4044304541,23244502954,9043355193,6539329147,0.43103058842890324,0.5689694115710967,0.3890534984076218,0.2813279836502027,0.10290300428163761,0.26909088503110523,0.17398971916084965,0.36875136679681053,19
IA,2020,12640232575,5472650815,3561634385,1155470990,3493247646,2001846043,8940693192,3072126872,2833914789,1465972742,2380108147,1293846981,2621443732,5873355793,3295693024,21580925767,8544777687,6395549174,0.4142868238614427,0.5857131761385572,0.3959412019324055,0.2963519379590107,0.12147040216451341,0.27215495092342673,0.15271323666010367,0.3763913147146316,19
IA,2021,15750581746,6478778072,4073500633,924793994,4126517414,2953747114,11478666671,3755098926,3404555258,1593599869,3587037861,1771654336,2518393863,7713555275,4725401450,27229248417,10233876998,7478055891,0.42155650039292086,0.5784434996070792,0.37584133213205756,0.2746332097191208,0.09248855585113008,0.2832819752081077,0.17354138379558787,0.3665825712533474,19
IA,2022,18040900979,7125700983,4388342276,1010505521,5221582766,3493737411,13915743458,4693120014,4114635104,1827633095,4726304155,2099807976,2838138616,9947886921,5593545387,31956644437,11818820997,8502977380,0.43545696687378393,0.5645430331262161,0.36983923704192007,0.2660785426568471,0.08881215991232015,0.31129322543896853,0.17503544209803482,0.38060936043452215,19
IA,2023,18384450434,7186044947,4212931171,1118659288,5505410949,3237685694,13268539301,4343920114,3835856958,1406487043,4045396044,2728184978,2525146331,9550806993,5965870672,31652989735,11529965061,8048788129,0.4191875526477815,0.5808124473522185,0.36426148548776255,0.2542820819260598,0.079775918551158,0.3017347515340481,0.1884773198976302,0.37390316141016494,19
IA,2024,17052869383,6689357982,4190838826,927363208,5254342127,3125516778,12454913314,4443368285,3884495399,1281923037,3604387781,2405545623,2209286245,8858729908,5531062401,29507782697,11132726267,8075334225,0.42208909567665576,0.5779109043233442,0.3772810170562847,0.27366794407839407,0.0748713065866726,0.3002167258368976,0.18744418914140684,0.3674678555736553,19
IA,2025,16192199576,6491965971,4055588220,755757518,4864651133,3224859205,12005635029,3961800032,3727369349,1117636913,3191968344,2804571951,1873394431,8056619477,6029431156,28197834605,10453766003,7782957569,0.4257644318146039,0.5742355681853961,0.37072938931084987,0.2760125973510015,0.06643752817345103,0.28571766555334754,0.21382603453283855,0.3661637482251627,19
ID,2018,4027894050,655505647,588662850,417511713,927385788,227926269,6880614073,534012268,501386344,2885120936,1128118619,221064685,3302632649,2055504407,448990954,10908508123,1189517915,1090049194,0.630756653010378,0.3692433469896221,0.10904496761495422,0.09992651439674782,0.30275750008716384,0.18843130369643124,0.04115970295271879,0.44051210407665387,16
ID,2019,3433498623,620449606,574418184,208883986,942885424,257908179,5122703314,513112064,466328466,640994379,1071153186,225432816,849878365,2014038610,483340995,8556201937,1133561670,1040746650,0.5987122968484001,0.4012877031515999,0.1324842118438187,0.12163652256726769,0.09932892786515822,0.23538932634240373,0.0564901341224621,0.2744566041440777,16
ID,2020,3407043547,667963681,610625735,161710481,1184660443,225420246,5512327993,648055618,582448370,528631396,1195905617,149818661,690341877,2380566060,375238907,8919371540,1316019299,1193074105,0.6180175327689063,0.38198246723109375,0.14754619124207938,0.13376212658588274,0.07739804019869319,0.2668984075082043,0.04207010609628669,0.2627791483613878,16
ID,2021,3751207968,693821298,636996595,152395530,1461194081,234380104,6246813538,870726248,700310347,498594466,1544412731,131534758,650989996,3005606812,365914862,9998021506,1564547546,1337306942,0.6248049710886469,0.3751950289113531,0.15648571520486185,0.13375715797345075,0.06511188194677604,0.3006201587180303,0.03659872723622445,0.26744321351932887,16
ID,2022,4080397641,767601844,637928324,215723050,1597867710,202724783,7315669105,983790612,826425625,485251857,1483799891,165111262,700974907,3081667601,367836045,11396066746,1751392456,1464353949,0.6419468460526336,0.3580531539473663,0.1536839415770126,0.1284964349225127,0.06151024933633712,0.2704150185924157,0.03227745617838802,0.24312573419881933,16
ID,2023,4005996060,782346517,635742376,180600072,1496268212,284095111,6089803824,842418851,683985629,289571409,1353802571,168613837,470171481,2850070783,452708948,10095799884,1624765368,1319728005,0.6032017169487707,0.39679828305122933,0.16093478344147416,0.13072049962990331,0.04657099847483467,0.28230262245162385,0.0448413155175016,0.2428573612563099,16
ID,2024,4286508061,862484455,724835207,178896963,1657143990,305658576,8932135416,861851173,671703422,303865368,1579938165,199632372,482762331,3237082155,505290948,13218643477,1724335628,1396538629,0.6757225453233244,0.3242774546766755,0.13044724528657473,0.10564916373075126,0.03652132171050611,0.24488762108096912,0.038225627983627025,0.2063892711492638,16
ID,2025,4603400414,967849873,776522593,140878569,1773117364,290908175,7121337261,1030978049,829680332,269713976,1205666119,133561546,410592545,2978783483,424469721,11724737675,1998827922,1606202925,0.6073771079914587,0.3926228920085412,0.17047954311694227,0.13699265344117817,0.03501933743690346,0.25405971251292836,0.03620291837360873,0.2091769159688257,16
IL,2018,65467721274,18944161639,14604546312,3457541133,17699224104,10189034287,156724089588,40976549937,36350675618,40791899173,38042288240,12719078031,44249440306,55741512344,22908112318,222191810862,59920711576,50955221930,0.7053549317591141,0.2946450682408859,0.26968010811710724,0.2293298827365313,0.19914973524151466,0.2508711375443995,0.10310061486572017,0.41153278668758647,17
IL,2019,59766955741,17455225972,13850255871,2914397434,15685334217,9304873748,163390324076,39448209063,35187180962,41903018175,37343083793,12717588081,44817415609,53028418010,22022461829,223157279817,56903435035,49037436833,0.7321756395757654,0.2678243604242347,0.25499251058116335,0.2197438366035521,0.20083331202886365,0.23762799964888406,0.0986858320152473,0.40262161102734245,17
IL,2020,53272403298,16012479978,12084309899,2996005284,13272589498,7076184459,155720163680,34409119924,31168606344,48279468193,28603683213,12498872234,51275473477,41876272711,19575056693,208992566978,50421599902,43252916243,0.7450990527160336,0.25490094728396645,0.24126025452047645,0.2069591127973135,0.24534591932352126,0.20037206737313382,0.09366388946770822,0.4217674934280265,17
IL,2021,66129637971,17766589556,13106372370,3499452597,18679685989,8950209604,203070096715,44726965323,38650835680,60426371432,45449542650,15293159660,63925824029,64129228639,24243369264,269199734686,62493554879,51757208050,0.7543473137217801,0.24565268627821993,0.23214567782503107,0.19226322087713293,0.2374661479646864,0.2382217378995623,0.09005718111972864,0.4344334993762609,17
IL,2022,78897902221,20334556062,13831891858,3980323887,24501671717,11534603367,242930225482,53433476496,45873467674,65061346496,67953941017,18218373504,69041670383,92455612734,29752976871,321828127703,73768032558,59705359532,0.7548446035959568,0.24515539640404319,0.22921561606348168,0.18551939495822833,0.21452963380104334,0.2872825734465414,0.0924498957979758,0.4423691153477537,17
IL,2023,78759642819,22785611099,15243374636,4411847690,20753289399,12904303760,224618953925,49975970527,42954176426,45681919872,65339943878,18166145477,50093767562,86093233277,31070449237,303378596744,72761581626,58197551062,0.7403915646512804,0.2596084353487196,0.23983755745102353,0.19183143335292321,0.16511964950602837,0.2837815000827104,0.1024147700940755,0.3968374116120999,17
IL,2024,81833900449,25383990896,17508159190,4711031060,20935723180,13031305570,218080510135,48442828832,42806038551,42009337925,63760369012,19334764059,46720368985,84696092192,32366069629,299914410584,73826819728,60314197741,0.727142486119119,0.2728575138808809,0.24615962795599844,0.20110470058292582,0.1557790067307038,0.28240087572677114,0.10791768746948861,0.38997014464845964,17
IL,2025,79955438897,22824856150,16493419625,2969519533,17529815223,11971188960,211032056842,45712251590,42417261490,23291986090,58395844814,18931736336,26261505623,75925660037,30902925296,290987495739,68537107740,58910681115,0.7252272346138348,0.27477276538616524,0.2355328278486374,0.20245090245334696,0.09024960181297668,0.2609241329912719,0.10620018299246181,0.3105241914032169,17
IN,2018,39320426233,6384570156,5052520489,1957271764,13376793370,5415799119,61645507986,19257703959,18542420730,9245757810,7973236372,4491211002,11203029574,21350029742,9907010121,100965934219,25642274115,23594941219,0.6105574960787062,0.3894425039212938,0.2539695622424556,0.23369210022680947,0.11095850952758073,0.2114577546094978,0.09812230429633044,0.29670654487107767,18
IN,2019,39421791766,6481439149,5117434426,2021540759,13304355605,5748717470,64451317037,18307772771,17210266339,7690887890,7750183964,5129493075,9712428649,21054539569,10878210545,103873108803,24789211920,22327700765,0.6204812562145878,0.37951874378541217,0.23864898437779358,0.21495169464259978,0.09350282051748404,0.20269480534110976,0.10472595525788116,0.2779552768768786,18
IN,2020,35585316460,6044187425,5205800526,2831132153,11231189219,4787656414,63890237920,16605961244,15525081823,6834759879,7470126850,4542264402,9665892032,18701316069,9329920816,99475554380,22650148669,20730882349,0.6422707399642843,0.3577292600357157,0.22769562642974234,0.2084017774840171,0.0971685163480061,0.1879991138080049,0.09379109143095986,0.26624263949138494,18
IN,2021,41372852950,7095389926,6040274455,3235993332,13595658133,5315016559,77330088044,19057510291,18150625972,8932786291,10471440550,5007186853,12168779623,24067098683,10322203412,118702940994,26152900217,24190900427,0.6514589057057041,0.3485410942942959,0.22032225990358514,0.20379360632878304,0.10251455878936552,0.20275065201810377,0.08695827858655793,0.27633991715216255,18
IN,2022,45449277435,8178106943,6699603967,3554074115,15099654193,5881073885,89833833355,22527320921,21812890738,11140587442,11308204863,5286152610,14694661557,26407859056,11167226495,135283110790,30705427864,28512494705,0.6640432263155825,0.33595677368441745,0.22697162775672747,0.21076167260272385,0.1086215527658181,0.19520440431764557,0.08254708536629445,0.2752724465761821,18
IN,2023,54231241092,8777699317,7067426045,4875320326,15051138826,7177284769,91323620872,20562441060,19876376292,8023069477,11097080092,5909926276,12898389803,26148218918,13087211045,145554861964,29340140377,26943802337,0.6274171789231404,0.3725828210768595,0.20157444403510671,0.18511097446998367,0.08861531404007755,0.1796451081411985,0.08991256539569838,0.2503499181622157,18
IN,2024,60181842573,9323149208,7241367183,5058251308,14253663367,7481175118,106736478796,23422643487,22776070120,9290129684,10670535960,6123858121,14348380992,24924199327,13605033239,166918321369,32745792695,30017437303,0.6394533441301612,0.3605466558698388,0.19617854065648144,0.17983308876346527,0.0859604917801718,0.14931973388290323,0.08150712951949636,0.22445660982161153,18
IN,2025,68839734467,8830619079,7013677869,3177760029,12658958737,7984842933,152959680912,23730175555,22248323726,9411268245,10371711763,6284090383,12589028274,23030670500,14268933316,221799415379,32560794634,29262001595,0.6896306766662571,0.3103693233337429,0.14680288754756954,0.13193002129874204,0.05675861792732178,0.10383557801830233,0.0643326011099621,0.15765952540428044,18
KS,2018,11581768320,4147162884,3443901588,656968011,1948450855,2105141376,12291983874,6221190316,5822520458,2842265110,1757610888,710676311,3499233121,3706061743,2815817687,23873752194,10368353200,9266422046,0.5148744015651318,0.4851255984348683,0.4342992720937179,0.3881426752988102,0.1465723985306103,0.1552358302492314,0.11794617218602432,0.3104815999917637,20
KS,2019,11681205948,3809370892,3116388824,552909169,1928060528,2212026088,12129842417,5555202626,5223214383,2285444650,1628395137,802903405,2838353819,3556455665,3014929493,23811048365,9364573518,8339603207,0.5094207626250395,0.4905792373749605,0.3932869050723966,0.35024090830282095,0.11920322765679284,0.14936157410975887,0.12661893112743672,0.2847915307991102,20
KS,2020,10409666277,3650149925,3043988461,722370490,1687237661,2079183035,10392448591,5395127308,5061408832,1983839129,1468465555,569239834,2706209619,3155703216,2648422869,20802114868,9045277233,8105397293,0.49958615539551493,0.500413844604485,0.4348248863347253,0.38964294469254057,0.13009300430135476,0.15170107635807908,0.1273150776161746,0.29750269668590695,20
KS,2021,12548601089,4434314348,3607483233,1123991107,2052628937,2759289172,12069108638,6295973312,5763033294,2224564207,1798857186,853383775,3348555314,3851486123,3612672947,24617709727,10730287660,9370516527,0.49026122949053,0.50973877050947,0.43587676428856936,0.380641279425059,0.1360222112915484,0.15645184567172796,0.14675097671810322,0.3179439047254471,20
KS,2022,14010438688,4435792481,3653634755,748190414,2712307344,3122091318,13410494130,7086840193,6759517774,2075817898,1948737103,1129023805,2824008312,4661044447,4251115123,27420932818,11522632674,10413152529,0.4890604640990518,0.5109395359009482,0.4202130084515639,0.3797519434555656,0.10298731741708758,0.16998125038037865,0.15503174714061618,0.2979951159296845,20
KS,2023,14078973837,4200849085,3512802253,873631004,2669499766,2827471096,12950694341,5989839428,5657923609,1435649612,2146021526,1224232404,2309280616,4815521292,4051703500,27029668178,10190688513,9170725862,0.47912886890490336,0.5208711310950966,0.3770186317453357,0.3392837012133298,0.08543503385955625,0.1781568778531825,0.1498983810425673,0.28226818919700614,20
KS,2024,14459566815,4190451714,3450133694,814957482,2675817247,3103040742,14468628205,7513776375,6353034764,1501455523,2085383248,1384212702,2316413005,4761200495,4487253444,28928195020,11704228089,9803168458,0.5001566186551517,0.49984338134484824,0.4045958650689434,0.33887936842317373,0.08007457787803589,0.164586850016334,0.15511695219482796,0.27189685920473305,20
KS,2025,14642423109,3492146212,2775124456,477697434,2287923241,3783460798,13962446615,6651330230,5978302483,1193501193,1998345023,1570471067,1671198627,4286268264,5353931865,28604869724,10143476442,8753426939,0.4881143228310268,0.5118856771689733,0.3546066295659246,0.3060117743397977,0.0584235706411148,0.1498440057709385,0.18716854565878183,0.26063110149894697,20
KY,2018,31807608747,5594018790,4757032144,2233190639,7775327764,2273622212,54390069399,14225007208,13599616556,8221642516,4001848762,6711900285,10454833155,11777176526,8985522497,86197678146,19819025998,18356648700,0.6309922792453311,0.369007720754669,0.22992528829408732,0.2129598974685589,0.12128903445974265,0.1366298580113961,0.10424320805695592,0.2658128741007538,21
KY,2019,33007256587,5222879774,4691096471,2097879792,7810949012,2198561630,56760353249,14247623593,13626925717,6317255901,4080570424,7495350510,8415135693,11891519436,9693912140,89767609836,19470503367,18318022188,0.632303270107088,0.36769672989291197,0.2168989839717403,0.20406048708956293,0.09374356416945873,0.13247004635330145,0.1079889746169046,0.23801897675158235,21
KY,2020,24618073807,4254566193,3829731715,1538010209,6646860514,2176735613,54572797847,13131230376,12473662211,5742814857,3639964061,6843311804,7280825066,10286824575,9020047417,79190871654,17385796569,16303393926,0.6891299048385141,0.31087009516148595,0.2195429372840074,0.2058746618831604,0.09194020616178228,0.1298991204433902,0.11390261565007524,0.23822124781786153,21
KY,2021,29802158271,5311460059,4681306093,2376101961,8459164200,2794253110,67832975470,17347022151,16309287494,7679130490,4525046905,7104492673,10055232451,12984211105,9898745783,97635133741,22658482210,20990593587,0.6947598970872803,0.3052401029127198,0.2320730390978612,0.2149901657602319,0.10298784941160477,0.13298707757643527,0.10138507936352846,0.243611143575583,21
KY,2022,34923760653,5990146006,5176670675,2521107820,8933198612,3529205323,69328033852,19535622108,18373362168,7699048863,5124557038,7548038562,10220156683,14057755650,11077243885,104251794505,25525768114,23550032843,0.6650056642303166,0.33499433576968335,0.24484727802719755,0.22589570716569796,0.09803338860042196,0.13484425583989135,0.10625470705416708,0.242692766336857,21
KY,2023,40247256756,8284589115,6624747965,2858006165,9185048780,3733167842,72293561378,17860719786,16992477138,6421666364,5952309966,7839455411,9279672529,15137358746,11572623253,112540818134,26145308901,23617225103,0.642376362431643,0.357623637568357,0.23231845417961444,0.20985474865554526,0.08245606067969835,0.1345054976228826,0.10283045249609542,0.22485763075108514,21
KY,2024,47922178331,8215451757,6350970866,4315422008,9537561282,4151502784,94467451848,19969942172,19165979511,6734764104,5838813664,9903744837,11050186112,15376374946,14055247621,142389630179,28185393929,25516950377,0.6634433401452314,0.3365566598547686,0.19794555188862945,0.1792051172892456,0.0776052729268884,0.10798802501748297,0.09870976982896122,0.2016239498347549,21
KY,2025,50629895139,7782144449,6459884082,4704711668,8368817935,3963848179,96498676266,19583902285,18806617265,4674855167,4885250743,10534485805,9379566835,13254068678,14498333984,147128571405,27366046734,25266501347,0.6558799242355765,0.34412007576442355,0.18600090025117988,0.17173075974107735,0.06375081838578395,0.09008494102423927,0.09854193407540482,0.1769269434455704,21
LA,2018,67232696368,63344369199,7200426411,3012466829,3568100493,9296980202,40013822414,35444956552,4725685299,1366028040,3278484017,2266654281,4378494869,6846584510,11563634483,107246518782,98789325751,11926111710,0.3731013637406366,0.6268986362593634,0.921142493695381,0.11120278630434809,0.04082645216578234,0.06383968997555112,0.1078229355537908,0.1438240274833875,22
LA,2019,63878395176,60278760968,6862284534,4928854064,2942909293,8529384902,29380262967,24569897160,4515400466,1047052732,3459846713,2397652745,5975906796,6402756006,10927037647,93258658143,84848658128,11377685000,0.3150405930347957,0.6849594069652043,0.9098207053107674,0.1220013801030013,0.06407884173967768,0.068655888187692,0.11716914938069141,0.1755738642807077,22
LA,2020,58600171555,55531255199,5916139325,10876039018,2411277584,5039835803,20717082563,17471234231,4232228923,820823611,2459201855,2179537557,11696862629,4870479439,7219373360,79317254118,73002489430,10148368248,0.2611926344825209,0.738807365517479,0.9203859896787961,0.1279465402685563,0.14746933386774355,0.0614050434947509,0.09101895218485204,0.2389237312755053,22
LA,2021,76560688069,72157224036,6514640059,12420104603,3529086724,7060380835,30947062932,27457664897,5091671494,1381750323,2971984501,3025125042,13801854926,6501071225,10085505877,107507751001,99614888933,11606311553,0.2878588998825968,0.7121411001174033,0.9265833207884092,0.10795790484810758,0.12838009164447706,0.060470721082608536,0.09381189526424182,0.22094966145258726,22
LA,2022,123445921784,118249170057,6811029536,15222831004,4841920418,9291379891,38114466709,34037045145,6194539898,1763029177,3883153389,4967371637,16985860181,8725073807,14258751528,161560388493,152286215202,13005569434,0.23591467602005303,0.764085323979947,0.9425962429435367,0.08049974102756938,0.10513629200474443,0.05400503111180644,0.08825648205604429,0.19049319990545485,22
LA,2023,99074695873,94119278244,6279531651,13911615906,4801227020,7067698835,31696494070,27833977495,6104227784,1142360214,3231528120,5824609503,15053976120,8032755140,12892308338,130771189943,121953255739,12383759435,0.24238132331605866,0.7576186766839413,0.9325697486744327,0.09469791809952774,0.1151169162455558,0.06142603079088967,0.09858676321305515,0.2111245926479227,22
LA,2024,86619326947,81351792811,6324234304,10033563760,4269001198,7204649366,31440210643,27108875971,6327996791,1183852429,3145399570,4586445135,11217416189,7414400768,11791094501,118059537590,108460668782,12652231095,0.26630809576932546,0.7336919042306745,0.9186946772455167,0.10716822506063824,0.09501490873152589,0.06280221758744227,0.09987413758936102,0.19262072183760787,22
LA,2025,93391531848,88677195167,6273956449,3128645777,3240276554,5742446295,33727366923,28791874431,8501018083,1065373464,2683125609,3583724838,4194019241,5923402163,9326171133,127118898771,117469069598,14774974532,0.2653214215123009,0.7346785784876991,0.9240881626076402,0.1162295667665952,0.032992885255837295,0.04659733698347081,0.07336573257923476,0.10497072699346063,22
MA,2018,27159731182,3643570806,2923122702,2637417156,3021938371,2511687303,35507327591,11119329629,8550884058,5218440625,7423810984,3370361019,7855857781,10445749355,5882048322,62667058773,14762900435,11474006760,0.5666027461033207,0.4333972538966792,0.23557672442352715,0.18309470692668853,0.12535864830446908,0.16668644674768962,0.09386188592808621,0.2816876479099346,25
MA,2019,26132435247,3261296185,2844480451,2369323613,2974132503,1941426604,36472432695,12288493379,8297371141,4224752740,8102046191,3062468338,6594076353,11076178694,5003894942,62604867942,15549789564,11141851592,0.5825814172915391,0.4174185827084609,0.24837987963501548,0.17797101021476985,0.10532849233240221,0.17692200396080185,0.07992820856416208,0.2594386198473806,25
MA,2020,24907787504,3212363716,2732131365,2670549054,2768502013,2054719561,34954298758,11257428767,7981983247,3596656650,7811679546,3435503568,6267205704,10580181559,5490223129,59862086262,14469792483,10714114612,0.5839138082327199,0.4160861917672802,0.2417188138026074,0.178979973486177,0.1046940742521093,0.17674261322422735,0.09171453037855702,0.26576836041377994,25
MA,2021,32390973321,3370251461,2775938400,3515889364,3651027422,2794154975,43899674773,14193804242,9520772949,4284868398,11469509291,4239414706,7800757762,15120536713,7033569681,76290648094,17564055703,12296711349,0.5754266855737009,0.42457331442629914,0.23022554063715384,0.16118242086302442,0.10225051112933858,0.19819646432115157,0.09219438891558147,0.2764850230713784,25
MA,2022,32658511796,3194106771,2605267512,3655969969,3666387988,2882357067,49200126986,17949621362,10744334929,4510760731,13438194175,4518580567,8166730700,17104582163,7400937634,81858638782,21143728133,13349602441,0.6010376878734353,0.39896231212656474,0.25829562337713,0.16308116821428822,0.09976626561979667,0.20895268254523122,0.09041119842842295,0.27938459420398915,25
MA,2023,35275772995,3556560443,2917990721,3326345415,3319480379,2735838742,43032033335,15717033617,8900803157,3331912896,11329486291,4719482464,6658258311,14648966670,7455321206,78307806330,19273594060,11818793878,0.5495241834978369,0.450475816502163,0.2461260883592932,0.15092740343400704,0.08502675049970335,0.18706904658096557,0.09520533846373168,0.2543913815265217,25
MA,2024,35008757045,3762165141,3244835229,3890409050,3119909267,3540635659,43272362513,16217149343,10119337999,3415566036,10656695369,5270830314,7305975086,13776604636,8811465973,78281119558,19979314484,13364173228,0.5527815999225544,0.4472184000774457,0.2552252011316335,0.17072026183910444,0.09332997697595345,0.17598885547098808,0.11256182873663954,0.26646038750053,25
