state_fips,state_abbr,avg_touch_2025_2031,touch_2026,touch_2031,partner_count_2031,commodity_count_2031,internal_share_2031,interstate_share_2031,touch_cagr_2026_2031,volume_rank_pct,growth_rank_pct,partner_rank_pct,commodity_rank_pct,hub_score,hub_rank_2031,hub_type
13,GA,480955.8232793001,461332.74076562293,503843.90186546964,49,41,0.6345948287387205,0.36540517126127936,0.017785702590282337,0.8431372549019608,0.7450980392156863,0.5392156862745098,0.10784313725490197,55.88235294117647,26,Internal
19,IA,428512.86027152836,411421.75829634315,450904.6397149757,49,41,0.6791669336200187,0.3208330663799812,0.01849637977002705,0.7450980392156863,0.8431372549019608,0.5392156862745098,0.10784313725490197,55.88235294117647,27,Internal
38,ND,166126.71445195627,159553.14543835967,174626.15067260055,49,42,0.6695405397495569,0.33045946025044304,0.01821802790998528,0.3137254901960784,0.7647058823529411,0.5392156862745098,0.6078431372549019,55.63725490196079,28,Internal
26,MI,449358.93051899644,435508.43046170374,467734.4992448253,49,42,0.5651439177549207,0.4348560822450793,0.014379742208347368,0.8235294117647058,0.19607843137254902,0.5392156862745098,0.6078431372549019,54.166666666666664,29,Backbone
05,AR,193960.65262927627,186758.98336446172,203146.3145631891,49,42,0.6231170671455469,0.37688293285445307,0.016963789125655326,0.39215686274509803,0.6078431372549019,0.5392156862745098,0.6078431372549019,53.67647058823529,30,Internal
16,ID,121117.01714257257,116493.23979359561,126997.68816366003,49,42,0.6556910414339114,0.3443089585660885,0.017417066422829253,0.2549019607843137,0.7058823529411765,0.5392156862745098,0.6078431372549019,52.69607843137255,31,Internal
49,UT,175605.01735260952,169292.3750500291,183943.6234285243,49,42,0.746017269570044,0.2539827304299561,0.01673896571898381,0.35294117647058826,0.5686274509803921,0.5392156862745098,0.6078431372549019,51.71568627450981,32,Internal
04,AZ,222767.14283553124,213122.65505542076,234675.42140052957,49,41,0.7606542592535459,0.23934574074645407,0.019453914224446756,0.45098039215686275,0.9607843137254902,0.5392156862745098,0.10784313725490197,51.47058823529412,33,Internal
24,MD,267196.40438790654,258863.01568674776,278919.8204200351,49,42,0.5945629262493246,0.40543707375067545,0.01503700173241751,0.5098039215686274,0.3333333333333333,0.5392156862745098,0.6078431372549019,49.754901960784316,34,Backbone
28,MS,186956.20924189253,180305.82426618354,195405.31858558342,49,42,0.5855487404224788,0.41445125957752105,0.016214353810860116,0.37254901960784315,0.47058823529411764,0.5392156862745098,0.6078431372549019,49.754901960784316,35,Backbone
34,NJ,360100.8310190726,349103.4116743776,373747.7149865215,49,42,0.4885145080806131,0.511485491919387,0.013736049246833026,0.6470588235294118,0.17647058823529413,0.5392156862745098,0.6078431372549019,49.26470588235294,36,Backbone
21,KY,294054.25469273084,284766.6877702801,306581.44774491823,49,42,0.5859211821517903,0.41407881784820966,0.014872155993067349,0.5294117647058824,0.29411764705882354,0.5392156862745098,0.6078431372549019,49.26470588235294,37,Backbone
30,MT,94531.94483996979,91199.88962263225,98986.13829899009,49,42,0.652890588120767,0.347109411879233,0.01652020129158238,0.19607843137254902,0.5294117647058824,0.5392156862745098,0.6078431372549019,46.81372549019608,38,Internal
29,MO,363446.8666184665,350951.94205945986,380401.14992763114,49,41,0.6270169895400853,0.37298301045991467,0.01624596495247066,0.6666666666666666,0.49019607843137253,0.5392156862745098,0.10784313725490197,45.09803921568627,39,Internal
56,WY,82613.86869128491,79864.93678079681,86418.94819009818,49,42,0.6461193051713654,0.3538806948286346,0.01589907477533803,0.11764705882352941,0.45098039215686275,0.5392156862745098,0.6078431372549019,42.892156862745104,40,Internal
25,MA,219900.72706804797,213945.5977735939,226815.1321692356,49,42,0.5125443648901744,0.4874556351098256,0.011751213977168051,0.43137254901960786,0.058823529411764705,0.5392156862745098,0.6078431372549019,40.931372549019606,41,Backbone
54,WV,143790.48045075015,139732.91515819757,149181.89818318945,49,42,0.5476296488938094,0.45237035110619056,0.013172706211252772,0.27450980392156865,0.11764705882352941,0.5392156862745098,0.6078431372549019,38.48039215686274,42,Backbone
10,DE,104499.22319319008,101394.47945857688,108511.68560510731,49,42,0.43131868658054207,0.5686813134194579,0.013660305322000799,0.21568627450980393,0.1568627450980392,0.5392156862745098,0.6078431372549019,37.99019607843137,43,Backbone
23,ME,83631.25607549986,80946.15323883193,86967.98547193242,49,42,0.5763442104693849,0.42365578953061517,0.014454654415602564,0.13725490196078433,0.23529411764705882,0.5392156862745098,0.6078431372549019,37.99019607843137,44,Backbone
02,AK,18592.849140446287,17905.134758331533,19519.218715809526,48,42,0.9381527793190083,0.06184722068099163,0.017412261499570203,0.0196078431372549,0.6862745098039216,0.049019607843137254,0.6078431372549019,34.068627450980394,45,Internal
09,CT,156569.63590855035,152057.69819575653,162192.47554787277,49,41,0.5166429924003405,0.48335700759965944,0.01298836719957941,0.29411764705882354,0.09803921568627451,0.5392156862745098,0.10784313725490197,25.98039215686275,46,Backbone
50,VT,50579.064348206804,48992.167602682115,52382.130361336756,49,41,0.3500229596997347,0.6499770403002653,0.013470940226962824,0.0784313725490196,0.13725490196078433,0.5392156862745098,0.10784313725490197,21.568627450980394,47,Backbone
33,NH,85123.18410119192,82933.18838849093,87732.69269593174,49,41,0.45539650944047366,0.5446034905595264,0.011315397070760014,0.1568627450980392,0.0196078431372549,0.5392156862745098,0.10784313725490197,20.588235294117645,48,Backbone
44,RI,63310.353626603704,61568.83731328904,65415.418172760954,49,41,0.3516492959214021,0.648350704078598,0.012194175575458877,0.09803921568627451,0.0784313725490196,0.5392156862745098,0.10784313725490197,20.588235294117645,49,Backbone
15,HI,29073.631200399715,28189.48961996327,30281.99182951522,0,41,1.0,0.0,0.014423835293901233,0.058823529411764705,0.21568627450980393,0.0196078431372549,0.10784313725490197,10.049019607843137,50,Internal
11,DC,25199.829747037347,24588.811946833284,26044.51503191203,48,41,0.1838535513922596,0.8161464486077404,0.01156954542863331,0.0392156862745098,0.0392156862745098,0.049019607843137254,0.10784313725490197,5.88235294117647,51,Backbone
