scenario_name,cumulative_network_loss_pct_of_annual_sum,peak_network_loss_pct,peak_network_loss_year,cumulative_interstate_loss_pct_of_annual_sum,peak_interstate_loss_pct,peak_interstate_loss_year
domestic_bottleneck_state_blocking,0.0279714603101729,0.015614603719940529,2026,0.13407718301198354,0.07441590555523668,2026
