state_fips,state_abbr,avg_touch_2025_2031,touch_2026,touch_2031,partner_count_2031,commodity_count_2031,internal_share_2031,interstate_share_2031,touch_cagr_2026_2031,volume_rank_pct,growth_rank_pct,partner_rank_pct,commodity_rank_pct,hub_score,hub_rank_2031,hub_type,next_rank
34,NJ,355328.3749504443,332421.9596459182,373747.7149865215,49,42,0.4885145080806131,0.511485491919387,0.023711938766933116,0.6470588235294118,0.9215686274509803,0.5392156862745098,0.6078431372549019,67.8921568627451,5,Backbone,1
51,VA,382194.2454753384,362555.0953274189,401264.9017481833,49,42,0.6331725538791424,0.36682744612085766,0.02049629474941672,0.7058823529411765,0.7843137254901961,0.5392156862745098,0.6078431372549019,65.93137254901961,6,Internal,2
22,LA,340234.02561034414,323886.23160700314,357632.54982159974,49,42,0.7265996609782277,0.27340033902177235,0.020020524351365143,0.6078431372549019,0.7450980392156863,0.5392156862745098,0.6078431372549019,62.5,8,Internal,3
31,NE,319550.615508968,305410.41195509443,336963.4751270592,49,42,0.7180814481584934,0.2819185518415066,0.019858213644898814,0.5882352941176471,0.7254901960784313,0.5392156862745098,0.6078431372549019,61.51960784313726,9,Internal,4
40,OK,253683.42838600412,240204.19979051873,266065.3421502451,49,42,0.6310007432762432,0.3689992567237567,0.020661050751632493,0.49019607843137253,0.803921568627451,0.5392156862745098,0.6078431372549019,61.029411764705884,10,Internal,5
53,WA,362222.62652066536,347353.19816214935,381109.48108743614,49,42,0.7988158177422247,0.2011841822577754,0.018722011961044727,0.6862745098039216,0.6078431372549019,0.5392156862745098,0.6078431372549019,61.02941176470588,11,Internal,6
08,CO,205521.54775143662,194942.9055004124,216931.37784348265,49,42,0.7787081290652212,0.22129187093477876,0.02160494870893892,0.4117647058823529,0.8431372549019608,0.5392156862745098,0.6078431372549019,60.049019607843135,12,Internal,7
32,NV,104440.27040697631,97689.80842198984,110193.91203857426,49,42,0.5879862860715371,0.412013713928463,0.024381363308622284,0.23529411764705882,0.9607843137254902,0.5392156862745098,0.6078431372549019,58.57843137254902,14,Backbone,8
41,OR,245452.8023795274,234814.01698181202,258488.6079886841,49,42,0.7601922934254209,0.23980770657457903,0.019397297568565453,0.47058823529411764,0.6862745098039216,0.5392156862745098,0.6078431372549019,57.59803921568627,16,Internal,9
35,NM,90562.78140849996,85095.14351051865,95691.12082784156,49,42,0.6763254541018401,0.32367454589815997,0.02374872358747271,0.17647058823529413,0.9411764705882353,0.5392156862745098,0.6078431372549019,56.61764705882353,17,Internal,10
37,NC,408735.44979642116,392125.32913750026,427571.90598746046,49,42,0.5993519929531186,0.40064800704688136,0.017458848618643108,0.7254901960784313,0.37254901960784315,0.5392156862745098,0.6078431372549019,56.127450980392155,18,Backbone,11
20,KS,316041.3956201681,303048.384701998,331503.3243538033,49,42,0.6968027760239103,0.30319722397608956,0.018111124613669594,0.5686274509803921,0.5098039215686274,0.5392156862745098,0.6078431372549019,55.63725490196079,19,Internal,12
27,MN,441296.33881967555,424905.4352275792,462095.0910780144,49,42,0.6649653947298576,0.3350346052701424,0.016922399879779615,0.803921568627451,0.2549019607843137,0.5392156862745098,0.6078431372549019,55.14705882352941,20,Internal,13
49,UT,175046.68192266717,167022.61882002873,183943.6234285243,49,42,0.746017269570044,0.2539827304299561,0.019487463450159836,0.35294117647058826,0.7058823529411765,0.5392156862745098,0.6078431372549019,55.14705882352941,21,Internal,14
46,SD,167118.75964198276,160041.32759692258,175871.32559679454,49,42,0.670668087189835,0.32933191281016516,0.019043160154139205,0.3333333333333333,0.6470588235294118,0.5392156862745098,0.6078431372549019,53.18627450980392,24,Internal,15
